composer,piece,n,S,A,W
Beethoven,n01op18-1_01_reviewed,269,0.4721189591078067,0.3382899628252788,0.1895910780669145
Beethoven,n01op18-1_02_reviewed,196,0.4744897959183674,0.3163265306122449,0.20918367346938777
Beethoven,n01op18-1_03_reviewed,137,0.45985401459854014,0.30656934306569344,0.23357664233576642
Beethoven,n01op18-1_04_reviewed,388,0.5515463917525774,0.14432989690721648,0.30412371134020616
Beethoven,n02op18-2_01_reviewed,382,0.5392670157068062,0.15968586387434555,0.3010471204188482
Beethoven,n02op18-2_02_reviewed,117,0.5128205128205128,0.15384615384615385,0.3333333333333333
Beethoven,n02op18-2_03_reviewed,93,0.6021505376344086,0.13978494623655913,0.25806451612903225
Beethoven,n02op18-2_04_reviewed,319,0.54858934169279,0.20376175548589343,0.2476489028213166
Beethoven,n03op18-3_01_reviewed,279,0.5161290322580645,0.23655913978494625,0.24731182795698925
Beethoven,n03op18-3_02_reviewed,288,0.46875,0.34375,0.1875
Beethoven,n03op18-3_03_reviewed,191,0.4712041884816754,0.31413612565445026,0.21465968586387435
Beethoven,n03op18-3_04_reviewed,413,0.513317191283293,0.3026634382566586,0.18401937046004843
Beethoven,n04op18-4_01_reviewed,384,0.4322916666666667,0.2630208333333333,0.3046875
Beethoven,n04op18-4_02_reviewed,250,0.592,0.18,0.228
Beethoven,n04op18-4_03_reviewed,99,0.5353535353535354,0.2222222222222222,0.24242424242424243
Beethoven,n04op18-4_04_reviewed,294,0.5340136054421769,0.23809523809523808,0.22789115646258504
Beethoven,n05op18-5_01_reviewed,316,0.5189873417721519,0.2310126582278481,0.25
Beethoven,n05op18-5_02_reviewed,111,0.5765765765765766,0.15315315315315314,0.2702702702702703
Beethoven,n05op18-5_03_reviewed,162,0.5,0.15432098765432098,0.345679012345679
Beethoven,n05op18-5_04_reviewed,420,0.4785714285714286,0.26666666666666666,0.25476190476190474
Beethoven,n06op18-6_01_reviewed,278,0.5359712230215827,0.1223021582733813,0.34172661870503596
Beethoven,n06op18-6_02_reviewed,215,0.4558139534883721,0.2837209302325581,0.26046511627906976
Beethoven,n06op18-6_03_reviewed,115,0.5130434782608696,0.26956521739130435,0.21739130434782608
Beethoven,n06op18-6_04_reviewed,312,0.5288461538461539,0.2467948717948718,0.22435897435897437
Beethoven,n07op59-1_01_reviewed,356,0.5,0.28651685393258425,0.21348314606741572
Beethoven,n07op59-1_02_reviewed,532,0.5507518796992481,0.2424812030075188,0.20676691729323307
Beethoven,n07op59-1_03_reviewed,258,0.49224806201550386,0.22093023255813954,0.2868217054263566
Beethoven,n07op59-1_04_reviewed,530,0.48867924528301887,0.22830188679245284,0.2830188679245283
Beethoven,n08op59-2_01_reviewed,328,0.49085365853658536,0.28353658536585363,0.22560975609756098
Beethoven,n08op59-2_02_reviewed,243,0.4732510288065844,0.32510288065843623,0.20164609053497942
Beethoven,n08op59-2_03_reviewed,183,0.45901639344262296,0.2185792349726776,0.3224043715846995
Beethoven,n08op59-2_04_reviewed,406,0.5541871921182266,0.21182266009852216,0.23399014778325122
Beethoven,n09op59-3_01_reviewed,365,0.5260273972602739,0.22465753424657534,0.2493150684931507
Beethoven,n09op59-3_02_reviewed,333,0.42342342342342343,0.4024024024024024,0.17417417417417416
Beethoven,n09op59-3_03_reviewed,111,0.5765765765765766,0.0990990990990991,0.32432432432432434
Beethoven,n09op59-3_04_reviewed,500,0.596,0.224,0.18
Beethoven,n10op74_01_reviewed,322,0.562111801242236,0.17701863354037267,0.2608695652173913
Beethoven,n10op74_02_reviewed,217,0.5944700460829493,0.23963133640552994,0.16589861751152074
Beethoven,n10op74_03_reviewed,361,0.5457063711911357,0.32132963988919666,0.1329639889196676
Beethoven,n10op74_04_reviewed,248,0.5564516129032258,0.3185483870967742,0.125
Beethoven,n11op95_01_reviewed,173,0.4508670520231214,0.24277456647398843,0.3063583815028902
Beethoven,n11op95_02_reviewed,256,0.58984375,0.19140625,0.21875
Beethoven,n11op95_03_reviewed,264,0.4431818181818182,0.39015151515151514,0.16666666666666666
Beethoven,n11op95_04_reviewed,239,0.4435146443514644,0.26778242677824265,0.28870292887029286
Beethoven,n12op127_01_reviewed,392,0.5306122448979592,0.2627551020408163,0.2066326530612245
Beethoven,n12op127_02_reviewed,342,0.4619883040935672,0.2982456140350877,0.23976608187134502
Beethoven,n12op127_03_reviewed,320,0.421875,0.315625,0.2625
Beethoven,n12op127_04_reviewed,514,0.42996108949416345,0.3404669260700389,0.22957198443579765
Beethoven,n13op130_01_reviewed,522,0.4904214559386973,0.2739463601532567,0.23563218390804597
Beethoven,n13op130_02_reviewed,149,0.5234899328859061,0.28187919463087246,0.19463087248322147
Beethoven,n13op130_03_reviewed,353,0.5694050991501416,0.24362606232294617,0.18696883852691218
Beethoven,n13op130_04_reviewed,192,0.5885416666666666,0.140625,0.2708333333333333
Beethoven,n13op130_05_reviewed,133,0.5263157894736842,0.2706766917293233,0.20300751879699247
Beethoven,n13op130_06_reviewed,519,0.5664739884393064,0.21579961464354527,0.21772639691714837
Beethoven,n14op131_01_reviewed,241,0.4979253112033195,0.24481327800829875,0.2572614107883817
Beethoven,n14op131_02_reviewed,208,0.44711538461538464,0.24519230769230768,0.3076923076923077
Beethoven,n14op131_03_reviewed,18,0.6666666666666666,0.05555555555555555,0.2777777777777778
Beethoven,n14op131_04_reviewed,446,0.5291479820627802,0.242152466367713,0.22869955156950672
Beethoven,n14op131_05_reviewed,385,0.5246753246753246,0.13766233766233765,0.33766233766233766
Beethoven,n14op131_06_reviewed,47,0.6595744680851063,0.14893617021276595,0.19148936170212766
Beethoven,n14op131_07_reviewed,356,0.5393258426966292,0.16573033707865167,0.2949438202247191
Beethoven,n15op132_01_reviewed,416,0.43509615384615385,0.37740384615384615,0.1875
Beethoven,n15op132_02_reviewed,346,0.42196531791907516,0.34104046242774566,0.23699421965317918
Beethoven,n15op132_03_reviewed,388,0.4175257731958763,0.2963917525773196,0.2860824742268041
Beethoven,n15op132_04_reviewed,66,0.4090909090909091,0.25757575757575757,0.3333333333333333
Beethoven,n15op132_05_reviewed,509,0.4243614931237721,0.3143418467583497,0.26129666011787817
Beethoven,n16op135_01_reviewed,295,0.5288135593220339,0.23389830508474577,0.23728813559322035
Beethoven,n16op135_02_reviewed,235,0.4127659574468085,0.3446808510638298,0.2425531914893617
Beethoven,n16op135_03_reviewed,125,0.424,0.224,0.352
Beethoven,n16op135_04_reviewed,375,0.42133333333333334,0.29333333333333333,0.2853333333333333
Chopin,BI105-2op30-2_reviewed,72,0.7083333333333334,0.1527777777777778,0.1388888888888889
Chopin,BI105-3op30-3_reviewed,61,0.5409836065573771,0.19672131147540983,0.26229508196721313
Chopin,BI105-4op30-4_reviewed,169,0.4970414201183432,0.17159763313609466,0.33136094674556216
Chopin,BI115-1op33-1_reviewed,61,0.4426229508196721,0.32786885245901637,0.22950819672131148
Chopin,BI115-2op33-2_reviewed,127,0.5196850393700787,0.2204724409448819,0.25984251968503935
Chopin,BI115-3op33-3_reviewed,42,0.5952380952380952,0.11904761904761904,0.2857142857142857
Chopin,BI115-4op33-4_reviewed,278,0.5611510791366906,0.1079136690647482,0.33093525179856115
Chopin,BI122op41-2_reviewed,75,0.56,0.13333333333333333,0.30666666666666664
Chopin,BI126-1op41-4_reviewed,96,0.75,0.11458333333333333,0.13541666666666666
Chopin,BI126-3op41-1_reviewed,145,0.4,0.3103448275862069,0.2896551724137931
Chopin,BI126-4op41-3_reviewed,65,0.5538461538461539,0.12307692307692308,0.3230769230769231
Chopin,BI134_reviewed,179,0.4748603351955307,0.26256983240223464,0.26256983240223464
Chopin,BI140_reviewed,169,0.5680473372781065,0.2603550295857988,0.17159763313609466
Chopin,BI145-1op50-1_reviewed,127,0.6299212598425197,0.14173228346456693,0.2283464566929134
Chopin,BI145-2op50-2_reviewed,113,0.5663716814159292,0.18584070796460178,0.24778761061946902
Chopin,BI145-3op50-3_reviewed,211,0.5071090047393365,0.24644549763033174,0.24644549763033174
Chopin,BI153-1op56-1_reviewed,295,0.5694915254237288,0.15254237288135594,0.27796610169491526
Chopin,BI153-2op56-2_reviewed,119,0.5714285714285714,0.226890756302521,0.20168067226890757
Chopin,BI153-3op56-3_reviewed,274,0.4562043795620438,0.30656934306569344,0.23722627737226276
Chopin,BI157-1op59-1_reviewed,160,0.625,0.24375,0.13125
Chopin,BI157-2op59-2_reviewed,128,0.5546875,0.1875,0.2578125
Chopin,BI157-3op59-3_reviewed,209,0.45933014354066987,0.3062200956937799,0.23444976076555024
Chopin,BI16-1_reviewed,25,0.4,0.4,0.2
Chopin,BI16-2_reviewed,27,0.5925925925925926,0.18518518518518517,0.2222222222222222
Chopin,BI162-1op63-1_reviewed,121,0.48760330578512395,0.21487603305785125,0.2975206611570248
Chopin,BI162-2op63-2_reviewed,50,0.62,0.2,0.18
Chopin,BI162-3op63-3_reviewed,85,0.5882352941176471,0.12941176470588237,0.2823529411764706
Chopin,BI163op67-4_reviewed,60,0.6333333333333333,0.1,0.26666666666666666
Chopin,BI167op67-2_reviewed,68,0.6911764705882353,0.16176470588235295,0.14705882352941177
Chopin,BI168op68-4_reviewed,55,0.6727272727272727,0.21818181818181817,0.10909090909090909
Chopin,BI18op68-2_reviewed,83,0.5421686746987951,0.04819277108433735,0.40963855421686746
Chopin,BI34op68-3_reviewed,97,0.29896907216494845,0.38144329896907214,0.31958762886597936
Chopin,BI38op68-1_reviewed,97,0.5876288659793815,0.1134020618556701,0.29896907216494845
Chopin,BI60-1op06-1_reviewed,132,0.6818181818181818,0.14393939393939395,0.17424242424242425
Chopin,BI60-2op06-2_reviewed,62,0.5645161290322581,0.11290322580645161,0.3225806451612903
Chopin,BI60-3op06-3_reviewed,75,0.5066666666666667,0.17333333333333334,0.32
Chopin,BI60-4op06-4_reviewed,41,0.7560975609756098,0.24390243902439024,0.0
Chopin,BI61-1op07-1_reviewed,60,0.5166666666666667,0.016666666666666666,0.4666666666666667
Chopin,BI61-2op07-2_reviewed,93,0.6774193548387096,0.17204301075268819,0.15053763440860216
Chopin,BI61-3op07-3_reviewed,100,0.61,0.11,0.28
Chopin,BI61-4op07-4_reviewed,87,0.5057471264367817,0.3448275862068966,0.14942528735632185
Chopin,BI61-5op07-5_reviewed,8,0.75,0.0,0.25
Chopin,BI71_reviewed,56,0.6428571428571429,0.23214285714285715,0.125
Chopin,BI73_reviewed,26,0.5769230769230769,0.23076923076923078,0.19230769230769232
Chopin,BI77-1op17-1_reviewed,72,0.6805555555555556,0.05555555555555555,0.2638888888888889
Chopin,BI77-2op17-2_reviewed,84,0.47619047619047616,0.3333333333333333,0.19047619047619047
Chopin,BI77-3op17-3_reviewed,116,0.3706896551724138,0.49137931034482757,0.13793103448275862
Chopin,BI77-4op17-4_reviewed,136,0.4117647058823529,0.3161764705882353,0.27205882352941174
Chopin,BI85_reviewed,71,0.8450704225352113,0.014084507042253521,0.14084507042253522
Chopin,BI89-1op24-1_reviewed,59,0.6610169491525424,0.06779661016949153,0.2711864406779661
Chopin,BI89-2op24-2_reviewed,185,0.4756756756756757,0.20540540540540542,0.31891891891891894
Chopin,BI89-3op24-3_reviewed,44,0.5227272727272727,0.3409090909090909,0.13636363636363635
Chopin,BI89-4op24-4_reviewed,132,0.6590909090909091,0.1893939393939394,0.15151515151515152
Chopin,BI93-1op67-1_reviewed,68,0.7352941176470589,0.1323529411764706,0.1323529411764706
Chopin,BI93-2op67-3_reviewed,53,0.5660377358490566,0.41509433962264153,0.018867924528301886
Liszt,160.01_Chapelle_de_Guillaume_Tell_reviewed,124,0.49193548387096775,0.28225806451612906,0.22580645161290322
Liszt,160.02_Au_Lac_de_Wallenstadt_reviewed,58,0.5,0.06896551724137931,0.43103448275862066
Liszt,160.03_Pastorale_reviewed,147,0.4217687074829932,0.05442176870748299,0.5238095238095238
Liszt,160.04_Au_Bord_dUne_Source_reviewed,268,0.5373134328358209,0.17164179104477612,0.291044776119403
Liszt,160.05_Orage_reviewed,168,0.35119047619047616,0.375,0.27380952380952384
Liszt,160.06_Vallee_dObermann_reviewed,324,0.5246913580246914,0.24382716049382716,0.23148148148148148
Liszt,160.07_Eglogue_reviewed,171,0.6491228070175439,0.1286549707602339,0.2222222222222222
Liszt,160.08_Le_Mal_du_Pays_(Heimweh)_reviewed,162,0.48148148148148145,0.16049382716049382,0.35802469135802467
Liszt,160.09_Les_Cloches_de_Geneve_(Nocturne)_reviewed,114,0.5,0.2894736842105263,0.21052631578947367
Liszt,161.01_Sposalizio_reviewed,153,0.40522875816993464,0.21568627450980393,0.3790849673202614
Liszt,161.02_Il_Pensieroso_reviewed,52,0.5961538461538461,0.28846153846153844,0.11538461538461539
Liszt,161.03_Canzonetta_del_Salvator_Rosa_reviewed,229,0.6200873362445415,0.11353711790393013,0.2663755458515284
Liszt,161.04_Sonetto_47_del_Petrarca_reviewed,108,0.5833333333333334,0.37037037037037035,0.046296296296296294
Liszt,161.05_Sonetto_104_del_Petrarca_reviewed,90,0.5444444444444444,0.18888888888888888,0.26666666666666666
Liszt,161.06_Sonetto_123_del_Petrarca_reviewed,99,0.494949494949495,0.26262626262626265,0.24242424242424243
Liszt,161.07_Apres_une_lecture_du_Dante_reviewed,375,0.416,0.352,0.232
Liszt,162.01_Gondoliera_reviewed,70,0.5571428571428572,0.08571428571428572,0.35714285714285715
Liszt,162.02_Canzone_reviewed,52,0.38461538461538464,0.3269230769230769,0.28846153846153844
Liszt,162.03_Tarantella_da_Guillaume_Louis_Cottrau._Presto_e_canzone_napolitana_reviewed,483,0.391304347826087,0.3830227743271222,0.22567287784679088
All,BWV806_01_Prelude_reviewed,149,0.5436241610738255,0.2751677852348993,0.18120805369127516
All,BWV806_02_Allemande_reviewed,103,0.6990291262135923,0.2524271844660194,0.04854368932038835
All,BWV806_03_Courante_I_reviewed,78,0.6153846153846154,0.24358974358974358,0.14102564102564102
All,BWV806_04_Courante_II_reviewed,80,0.55,0.35,0.1
All,BWV806_05_Double_I_reviewed,85,0.5176470588235295,0.3411764705882353,0.1411764705882353
All,BWV806_06_Double_II_reviewed,82,0.6463414634146342,0.21951219512195122,0.13414634146341464
All,BWV806_07_Sarabande_reviewed,53,0.6792452830188679,0.20754716981132076,0.11320754716981132
All,BWV806_08_Bouree_I_reviewed,115,0.5739130434782609,0.2,0.22608695652173913
All,BWV806_09_Bouree_II_reviewed,93,0.3978494623655914,0.3548387096774194,0.24731182795698925
All,BWV806_10_Gigue_reviewed,104,0.7211538461538461,0.16346153846153846,0.11538461538461539
All,BWV807_01_Prelude_reviewed,513,0.5009746588693957,0.34307992202729043,0.15594541910331383
All,BWV807_02_Allemande_reviewed,104,0.5769230769230769,0.27884615384615385,0.14423076923076922
All,BWV807_03_Courante_reviewed,84,0.5476190476190477,0.2857142857142857,0.16666666666666666
All,BWV807_04a_Agrements_de_la_Sarabande_reviewed,54,0.46296296296296297,0.3333333333333333,0.2037037037037037
All,BWV807_04_Sarabande_reviewed,53,0.33962264150943394,0.4339622641509434,0.22641509433962265
All,BWV807_05_Bourree_I_reviewed,98,0.6428571428571429,0.17346938775510204,0.1836734693877551
All,BWV807_06_Bourree_II_reviewed,49,0.6122448979591837,0.1836734693877551,0.20408163265306123
All,BWV807_07_Gigue_reviewed,117,0.7094017094017094,0.1623931623931624,0.1282051282051282
All,BWV808_01_Prelude_reviewed,274,0.6313868613138686,0.25547445255474455,0.11313868613138686
All,BWV808_02_Allemande_reviewed,101,0.6336633663366337,0.24752475247524752,0.1188118811881188
All,BWV808_03_Courante_reviewed,117,0.6410256410256411,0.20512820512820512,0.15384615384615385
All,BWV808_04a_Agrements_de_la_Sarabande_reviewed,29,0.5517241379310345,0.27586206896551724,0.1724137931034483
All,BWV808_04_Sarabande_reviewed,29,0.5517241379310345,0.27586206896551724,0.1724137931034483
All,BWV808_05_Gavotte_I_reviewed,80,0.425,0.425,0.15
All,BWV808_06_Gavotte_II_reviewed,48,0.1875,0.625,0.1875
All,BWV808_07_Gigue_reviewed,182,0.38461538461538464,0.4725274725274725,0.14285714285714285
All,BWV809_01_Prelude_reviewed,428,0.616822429906542,0.2803738317757009,0.102803738317757
All,BWV809_02_Allemande_reviewed,78,0.6794871794871795,0.28205128205128205,0.038461538461538464
All,BWV809_03_Courante_reviewed,50,0.62,0.24,0.14
All,BWV809_04_Sarabande_reviewed,43,0.627906976744186,0.2558139534883721,0.11627906976744186
All,BWV809_05_Menuett_I_reviewed,59,0.5254237288135594,0.3050847457627119,0.1694915254237288
All,BWV809_06_Menuett_II_reviewed,59,0.6779661016949152,0.2033898305084746,0.11864406779661017
All,BWV809_07_Gigue_reviewed,137,0.5985401459854015,0.2116788321167883,0.1897810218978102
All,BWV810_01_Prelude_reviewed,358,0.7793296089385475,0.1452513966480447,0.07541899441340782
All,BWV810_02_Allemande_reviewed,104,0.5961538461538461,0.3076923076923077,0.09615384615384616
All,BWV810_03_Courante_reviewed,64,0.578125,0.328125,0.09375
All,BWV810_04_Sarabande_reviewed,78,0.3974358974358974,0.3974358974358974,0.20512820512820512
All,BWV810_05_Passepied_I_reviewed,170,0.6176470588235294,0.2235294117647059,0.1588235294117647
All,BWV810_06_Passepied_II_reviewed,55,0.4,0.43636363636363634,0.16363636363636364
All,BWV810_07_Gigue_reviewed,169,0.5207100591715976,0.3076923076923077,0.17159763313609466
All,BWV811_01_Prelude_reviewed,529,0.6238185255198487,0.2722117202268431,0.10396975425330812
All,BWV811_02_Allemande_reviewed,80,0.625,0.275,0.1
All,BWV811_03_Courante_reviewed,119,0.5714285714285714,0.2773109243697479,0.15126050420168066
All,BWV811_04_Sarabande_reviewed,47,0.5957446808510638,0.2553191489361702,0.14893617021276595
All,BWV811_05_Double_reviewed,47,0.7021276595744681,0.2127659574468085,0.0851063829787234
All,BWV811_06_Gavotte_I_reviewed,77,0.6493506493506493,0.2077922077922078,0.14285714285714285
All,BWV811_07_Gavotte_II_reviewed,60,0.31666666666666665,0.4166666666666667,0.26666666666666666
All,BWV811_08_Gigue_reviewed,202,0.33663366336633666,0.48514851485148514,0.1782178217821782
All,BWV812_01_Allemande_reviewed,104,0.7596153846153846,0.18269230769230768,0.057692307692307696
All,BWV812_02_Courante_reviewed,70,0.7285714285714285,0.2,0.07142857142857142
All,BWV812_03_Sarabande_reviewed,47,0.5531914893617021,0.2553191489361702,0.19148936170212766
All,BWV812_04_Menuett_I_reviewed,49,0.5306122448979592,0.3673469387755102,0.10204081632653061
All,BWV812_05_Menuett_II_reviewed,45,0.8222222222222222,0.13333333333333333,0.044444444444444446
All,BWV812_06_Gigue_reviewed,91,0.6813186813186813,0.21978021978021978,0.0989010989010989
All,BWV813_01_Allemande_reviewed,78,0.6282051282051282,0.16666666666666666,0.20512820512820512
All,BWV813_02_Courante_reviewed,132,0.5151515151515151,0.3333333333333333,0.15151515151515152
All,BWV813_03_Sarabande_reviewed,68,0.5,0.38235294117647056,0.11764705882352941
All,BWV813_04_Air_reviewed,79,0.43037974683544306,0.31645569620253167,0.25316455696202533
All,BWV813_05_Menuett_reviewed,56,0.5178571428571429,0.3392857142857143,0.14285714285714285
All,BWV813_06_Gigue_reviewed,94,0.6702127659574468,0.18085106382978725,0.14893617021276595
All,BWV814_01_Allemande_reviewed,125,0.456,0.36,0.184
All,BWV814_02_Courante_reviewed,81,0.5308641975308642,0.2962962962962963,0.1728395061728395
All,BWV814_03_Sarabande_reviewed,58,0.3448275862068966,0.603448275862069,0.05172413793103448
All,BWV814_04_Gavotte_reviewed,77,0.4675324675324675,0.33766233766233766,0.19480519480519481
All,BWV814_05_Menuett_reviewed,63,0.6031746031746031,0.12698412698412698,0.2698412698412698
All,BWV814_06_Trio_reviewed,51,0.4117647058823529,0.49019607843137253,0.09803921568627451
All,BWV814_07_Gigue_reviewed,133,0.45864661654135336,0.37593984962406013,0.16541353383458646
All,BWV815_01_Allemande_reviewed,75,0.7066666666666667,0.12,0.17333333333333334
All,BWV815_02_Courante_reviewed,57,0.5614035087719298,0.2631578947368421,0.17543859649122806
All,BWV815_03_Sarabande_reviewed,43,0.6976744186046512,0.18604651162790697,0.11627906976744186
All,BWV815_04_Gavotte_reviewed,70,0.6571428571428571,0.17142857142857143,0.17142857142857143
All,BWV815_05_Air_reviewed,62,0.6290322580645161,0.25806451612903225,0.11290322580645161
All,BWV815_06_Menuett_reviewed,34,0.4117647058823529,0.38235294117647056,0.20588235294117646
All,BWV815_07_Gigue_reviewed,88,0.5454545454545454,0.26136363636363635,0.19318181818181818
All,BWV816_01_Allemande_reviewed,100,0.75,0.19,0.06
All,BWV816_02_Courante_reviewed,55,0.5818181818181818,0.3090909090909091,0.10909090909090909
All,BWV816_03_Sarabande_reviewed,67,0.6119402985074627,0.3283582089552239,0.05970149253731343
All,BWV816_04_Gavotte_reviewed,40,0.6,0.1,0.3
All,BWV816_05_Bourree_reviewed,58,0.6896551724137931,0.20689655172413793,0.10344827586206896
All,BWV816_06_Loure_reviewed,43,0.7209302325581395,0.2558139534883721,0.023255813953488372
All,BWV816_07_Gigue_reviewed,127,0.8110236220472441,0.08661417322834646,0.10236220472440945
All,BWV817_01_Allemande_reviewed,71,0.7183098591549296,0.2676056338028169,0.014084507042253521
All,BWV817_02_Courante_reviewed,66,0.7424242424242424,0.13636363636363635,0.12121212121212122
All,BWV817_03_Sarabande_reviewed,48,0.5625,0.2708333333333333,0.16666666666666666
All,BWV817_04_Gavotte_reviewed,40,0.575,0.25,0.175
All,BWV817_05_Polonaise_reviewed,49,0.5918367346938775,0.24489795918367346,0.16326530612244897
All,BWV817_06_Bourree_reviewed,73,0.726027397260274,0.136986301369863,0.136986301369863
All,BWV817_07_Gigue_reviewed,94,0.7021276595744681,0.19148936170212766,0.10638297872340426
All,BWV817_08_Menuett_reviewed,28,0.4642857142857143,0.32142857142857145,0.21428571428571427
All,BWV1001_01_Adagio_reviewed,60,0.5333333333333333,0.38333333333333336,0.08333333333333333
All,BWV1001_02_Fuga_reviewed,232,0.4525862068965517,0.4353448275862069,0.11206896551724138
All,BWV1001_03_Siciliano_reviewed,84,0.4880952380952381,0.35714285714285715,0.15476190476190477
All,BWV1001_04_Presto_reviewed,171,0.5964912280701754,0.24561403508771928,0.15789473684210525
All,BWV1002_01_Allemanda_reviewed,82,0.6219512195121951,0.23170731707317074,0.14634146341463414
All,BWV1002_02_Double_reviewed,78,0.5128205128205128,0.3333333333333333,0.15384615384615385
All,BWV1002_03_Corrente_reviewed,105,0.4857142857142857,0.37142857142857144,0.14285714285714285
All,BWV1002_04_Double_reviewed,111,0.4594594594594595,0.3153153153153153,0.22522522522522523
All,BWV1002_05_Sarabande_reviewed,62,0.5,0.4032258064516129,0.0967741935483871
All,BWV1002_06_Double_reviewed,49,0.4489795918367347,0.5102040816326531,0.04081632653061224
All,BWV1002_07_TempoDiBorea_reviewed,78,0.46153846153846156,0.358974358974359,0.1794871794871795
All,BWV1002_08_Double_reviewed,86,0.4186046511627907,0.3488372093023256,0.23255813953488372
All,BWV1003_01_Grave_reviewed,76,0.40789473684210525,0.3684210526315789,0.2236842105263158
All,BWV1003_02_Fuga_reviewed,406,0.4014778325123153,0.4211822660098522,0.17733990147783252
All,BWV1003_03_Andante_reviewed,55,0.6,0.2909090909090909,0.10909090909090909
All,BWV1003_04_Allegro_reviewed,184,0.5163043478260869,0.3858695652173913,0.09782608695652174
All,BWV1004_01_Allemande_reviewed,85,0.43529411764705883,0.47058823529411764,0.09411764705882353
All,BWV1004_02_Courante_reviewed,70,0.4857142857142857,0.32857142857142857,0.18571428571428572
All,BWV1005_02_Fuga_reviewed,584,0.488013698630137,0.386986301369863,0.125
All,BWV1006_04_Menuett_reviewed,98,0.5306122448979592,0.24489795918367346,0.22448979591836735
All,BWV1006_05_Bourée_reviewed,44,0.4772727272727273,0.29545454545454547,0.22727272727272727
All,BWV1006_06_Gigue_reviewed,42,0.6666666666666666,0.11904761904761904,0.21428571428571427
All,BWV1007_01_Prelude_reviewed,44,0.4772727272727273,0.2727272727272727,0.25
All,BWV1007_02_Allemande_reviewed,58,0.6724137931034483,0.22413793103448276,0.10344827586206896
All,BWV1007_03_Courante_reviewed,60,0.6333333333333333,0.13333333333333333,0.23333333333333334
All,BWV1007_04_Sarabande_reviewed,32,0.53125,0.28125,0.1875
All,BWV1007_05_MenuetI_reviewed,30,0.5,0.26666666666666666,0.23333333333333334
All,BWV1007_06_MenuetII_reviewed,28,0.5357142857142857,0.39285714285714285,0.07142857142857142
All,BWV1007_07_Gique_reviewed,49,0.42857142857142855,0.2653061224489796,0.30612244897959184
All,BWV1008_01_Prelude_reviewed,78,0.5512820512820513,0.3333333333333333,0.11538461538461539
All,BWV1008_02_Allemande_reviewed,62,0.532258064516129,0.3225806451612903,0.14516129032258066
All,BWV1008_03_Courante_reviewed,42,0.5476190476190477,0.2857142857142857,0.16666666666666666
All,BWV1008_04_Sarabande_reviewed,39,0.46153846153846156,0.358974358974359,0.1794871794871795
All,BWV1008_05_MenuetI_reviewed,35,0.5428571428571428,0.42857142857142855,0.02857142857142857
All,BWV1008_06_MenuetII_reviewed,23,0.4782608695652174,0.30434782608695654,0.21739130434782608
All,BWV1008_07_Gique_reviewed,83,0.42168674698795183,0.42168674698795183,0.1566265060240964
All,BWV1009_01_Prelude_reviewed,79,0.6708860759493671,0.20253164556962025,0.12658227848101267
All,BWV1009_02_Allemande_reviewed,96,0.4791666666666667,0.3645833333333333,0.15625
